BEAT,SPEAKER,TEXT,TRAUMA_R,ENTROPY_H,BASELINE_B,ARRHYTHMIA_α,NEO_RIEMANNIAN_OP,CLINICAL_HEALTH_SCORE
616,STAGE,"Lear. Let me not stay a iot for dinner, go get it ready:",0.14,0.3,0.82,0.2,R,8/10
617,STAGE,"how now, what art thou?",0.14,0.5,0.82,0.2,R,8/10
618,STAGE,Kent. A man Sir,0.14,0.3,0.82,0.2,R,8/10
619,STAGE,Lear. What dost thou professe? What would'st thou,0.14,0.5,0.82,0.2,R,8/10
620,STAGE,with vs?,0.14,0.5,0.82,0.2,R,8/10
621,STAGE,Kent. I do professe to be no lesse then I seeme; to serue,0.15,0.3,0.82,0.2,R,8/10
622,STAGE,"him truely that will put me in trust, to loue him that is",0.15,0.3,0.82,0.2,R,8/10
623,STAGE,"honest, to conuerse with him that is wise and saies little, to",0.15,0.3,0.82,0.2,R,8/10
624,STAGE,"feare iudgement, to fight when I cannot choose, and to",0.15,0.3,0.82,0.2,R,8/10
625,STAGE,eate no fish,0.15,0.3,0.82,0.2,R,8/10
626,STAGE,Lear. What art thou?,0.15,0.5,0.82,0.2,R,8/10
627,STAGE,"Kent. A very honest hearted Fellow, and as poore as",0.15,0.3,0.82,0.2,R,8/10
628,STAGE,the King,0.15,0.3,0.82,0.2,R,8/10
629,STAGE,"Lear. If thou be'st as poore for a subiect, as hee's for a",0.15,0.3,0.82,0.2,R,8/10
630,STAGE,"King, thou art poore enough. What wouldst thou?",0.15,0.5,0.82,0.2,R,8/10
631,STAGE,Kent. Seruice,0.15,0.3,0.82,0.2,R,8/10
632,STAGE,Lear. Who wouldst thou serue?,0.15,0.5,0.82,0.2,R,8/10
633,STAGE,Kent. You,0.15,0.3,0.82,0.2,R,8/10
634,STAGE,Lear. Do'st thou know me fellow?,0.15,0.5,0.81,0.2,R,8/10
635,STAGE,"Kent. No Sir, but you haue that in your countenance,",0.15,0.3,0.81,0.2,R,8/10
636,STAGE,which I would faine call Master,0.15,0.3,0.81,0.2,R,8/10
637,STAGE,Lear. What's that?,0.15,0.5,0.81,0.2,R,8/10
638,STAGE,Kent. Authority,0.15,0.3,0.81,0.2,R,8/10
639,STAGE,Lear. What seruices canst thou do?,0.15,0.5,0.81,0.2,R,8/10
640,STAGE,"Kent. I can keepe honest counsaile, ride, run, marre a",0.15,0.3,0.81,0.2,R,8/10
641,STAGE,"curious tale in telling it, and deliuer a plaine message",0.15,0.3,0.81,0.2,R,8/10
642,STAGE,"bluntly: that which ordinary men are fit for, I am quallified",0.15,0.3,0.81,0.2,R,8/10
643,STAGE,"in, and the best of me, is Dilligence",0.15,0.3,0.81,0.2,R,8/10
644,STAGE,Lear. How old art thou?,0.15,0.5,0.81,0.2,R,8/10
645,STAGE,"Kent. Not so young Sir to loue a woman for singing,",0.15,0.3,0.81,0.2,R,8/10
646,STAGE,nor so old to dote on her for any thing. I haue yeares on,0.15,0.3,0.81,0.2,R,8/10
647,STAGE,my backe forty eight,0.15,0.3,0.81,0.2,R,8/10
648,STAGE,"Lear. Follow me, thou shalt serue me, if I like thee no",0.15,0.3,0.81,0.2,R,8/10
649,STAGE,"worse after dinner, I will not part from thee yet. Dinner",0.15,0.3,0.81,0.2,R,8/10
650,STAGE,"ho, dinner, where's my knaue? my Foole? Go you and call",0.15,0.7,0.81,0.2,R,8/10
651,STAGE,"my Foole hither. You you Sirrah, where's my Daughter?",0.15,0.5,0.81,0.2,R,8/10
652,STAGE,Enter Steward.,0.15,0.3,0.81,0.2,R,8/10
653,STAGE,Ste. So please you-,0.15,0.3,0.81,0.2,R,8/10
654,STAGE,Enter.,0.15,0.3,0.81,0.2,R,8/10
655,STAGE,Lear. What saies the Fellow there? Call the Clotpole,0.15,0.5,0.81,0.2,R,8/10
656,STAGE,"backe: wher's my Foole? Ho, I thinke the world's",0.15,0.5,0.81,0.2,R,8/10
657,STAGE,"asleepe, how now? Where's that Mungrell?",0.15,0.7,0.81,0.2,R,8/10
658,STAGE,"Knigh. He saies my Lord, your Daughters is not well",0.15,0.3,0.81,0.2,R,8/10
659,STAGE,Lear. Why came not the slaue backe to me when I,0.15,0.3,0.81,0.2,R,8/10
660,STAGE,call'd him?,0.15,0.5,0.81,0.2,R,8/10
661,STAGE,"Knigh. Sir, he answered me in the roundest manner, he",0.15,0.3,0.81,0.2,R,8/10
662,STAGE,would not,0.15,0.3,0.81,0.2,R,8/10
663,STAGE,Lear. He would not?,0.15,0.5,0.81,0.2,R,8/10
664,STAGE,"Knight. My Lord, I know not what the matter is,",0.16,0.3,0.81,0.2,R,8/10
665,STAGE,but to my iudgement your Highnesse is not entertain'd,0.16,0.3,0.81,0.2,R,8/10
666,STAGE,"with that Ceremonious affection as you were wont,",0.16,0.3,0.81,0.2,R,8/10
667,STAGE,theres a great abatement of kindnesse appeares as well in,0.16,0.3,0.81,0.2,R,8/10
668,STAGE,"the generall dependants, as in the Duke himselfe also, and",0.16,0.3,0.8,0.2,R,8/10
669,STAGE,your Daughter,0.16,0.3,0.8,0.2,R,8/10
670,STAGE,Lear. Ha? Saist thou so?,0.16,0.7,0.8,0.2,R,8/10
671,STAGE,"Knigh. I beseech you pardon me my Lord, if I bee",0.16,0.3,0.8,0.2,R,8/10
672,STAGE,"mistaken, for my duty cannot be silent, when I thinke",0.16,0.3,0.8,0.2,R,8/10
673,STAGE,your Highnesse wrong'd,0.16,0.3,0.8,0.2,R,8/10
674,STAGE,"Lear. Thou but remembrest me of mine owne Conception,",0.16,0.3,0.8,0.2,R,8/10
675,STAGE,"I haue perceiued a most faint neglect of late,",0.16,0.3,0.8,0.2,R,8/10
676,STAGE,"which I haue rather blamed as mine owne iealous curiositie,",0.16,0.3,0.8,0.2,R,8/10
677,STAGE,then as a very pretence and purpose of vnkindnesse;,0.16,0.3,0.8,0.2,R,8/10
678,STAGE,I will looke further intoo't: but where's my Foole? I,0.16,0.5,0.8,0.2,R,8/10
679,STAGE,haue not seene him this two daies,0.16,0.3,0.8,0.2,R,8/10
680,STAGE,Knight. Since my young Ladies going into France,0.16,0.3,0.8,0.2,R,8/10
681,STAGE,"Sir, the Foole hath much pined away",0.16,0.3,0.8,0.2,R,8/10
682,STAGE,"Lear. No more of that, I haue noted it well, goe you",0.16,0.3,0.8,0.2,R,8/10
683,STAGE,"and tell my Daughter, I would speake with her. Goe you",0.16,0.3,0.8,0.2,R,8/10
684,STAGE,"call hither my Foole; Oh you Sir, you, come you hither",0.16,0.3,0.8,0.2,R,8/10
685,STAGE,"Sir, who am I Sir?",0.16,0.5,0.8,0.2,R,8/10
686,STAGE,Enter Steward.,0.16,0.3,0.8,0.2,R,8/10
687,STAGE,Ste. My Ladies Father,0.16,0.3,0.8,0.2,R,8/10
688,STAGE,"Lear. My Ladies Father? my Lords knaue, you whorson",0.16,0.5,0.8,0.2,R,8/10
689,STAGE,"dog, you slaue, you curre",0.16,0.3,0.8,0.2,R,8/10
690,STAGE,"Ste. I am none of these my Lord,",0.16,0.3,0.8,0.2,R,8/10
691,STAGE,I beseech your pardon,0.16,0.3,0.8,0.2,R,8/10
692,STAGE,"Lear. Do you bandy lookes with me, you Rascall?",0.16,0.5,0.8,0.2,R,8/10
693,STAGE,Ste. Ile not be strucken my Lord,0.16,0.3,0.8,0.2,R,8/10
694,STAGE,"Kent. Nor tript neither, you base Foot-ball plaier",0.16,0.3,0.8,0.2,R,8/10
695,STAGE,Lear. I thanke thee fellow.,0.16,0.3,0.8,0.2,R,8/10
696,STAGE,"Thou seru'st me, and Ile loue thee",0.16,0.3,0.8,0.2,R,8/10
697,STAGE,"Kent. Come sir, arise, away, Ile teach you differences:",0.16,0.3,0.8,0.2,R,8/10
698,STAGE,"away, away, if you will measure your lubbers length againe,",0.16,0.3,0.8,0.2,R,8/10
699,STAGE,"tarry, but away, goe too, haue you wisedome, so",0.16,0.3,0.8,0.2,R,8/10
700,STAGE,"Lear. Now my friendly knaue I thanke thee, there's",0.16,0.3,0.8,0.2,R,8/10
701,STAGE,earnest of thy seruice.,0.16,0.3,0.8,0.2,R,8/10
702,STAGE,Enter Foole.,0.16,0.3,0.8,0.2,R,8/10
703,STAGE,"Foole. Let me hire him too, here's my Coxcombe",0.16,0.3,0.79,0.2,R,8/10
704,STAGE,"Lear. How now my pretty knaue, how dost thou?",0.16,0.5,0.79,0.2,R,8/10
705,STAGE,"Foole. Sirrah, you were best take my Coxcombe",0.16,0.3,0.79,0.2,R,8/10
706,STAGE,Lear. Why my Boy?,0.16,0.5,0.79,0.2,R,8/10
707,STAGE,"Foole. Why? for taking ones part that's out of fauour,",0.17,0.5,0.79,0.2,R,8/10
708,STAGE,"nay, & thou canst not smile as the wind sits, thou'lt catch",0.17,0.3,0.79,0.2,R,8/10
709,STAGE,"colde shortly, there take my Coxcombe; why this fellow",0.17,0.3,0.79,0.2,R,8/10
710,STAGE,"ha's banish'd two on's Daughters, and did the third a",0.17,0.3,0.79,0.2,R,8/10
711,STAGE,"blessing against his will, if thou follow him, thou must",0.17,0.3,0.79,0.2,R,8/10
712,STAGE,needs weare my Coxcombe. How now Nunckle? would,0.17,0.5,0.79,0.2,R,8/10
713,STAGE,I had two Coxcombes and two Daughters,0.17,0.3,0.79,0.2,R,8/10
714,STAGE,Lear. Why my Boy?,0.17,0.5,0.79,0.2,R,8/10
715,STAGE,"Fool. If I gaue them all my liuing, I'ld keepe my Coxcombes",0.17,0.3,0.79,0.2,R,8/10
716,STAGE,"my selfe, there's mine, beg another of thy",0.17,0.3,0.79,0.2,R,8/10
717,STAGE,Daughters,0.17,0.3,0.79,0.2,R,8/10
718,STAGE,"Lear. Take heed Sirrah, the whip",0.17,0.3,0.79,0.2,R,8/10
719,STAGE,"Foole. Truth's a dog must to kennell, hee must bee",0.17,0.3,0.79,0.2,R,8/10
720,STAGE,"whipt out, when the Lady Brach may stand by'th' fire",0.17,0.3,0.79,0.2,R,8/10
721,STAGE,and stinke,0.17,0.3,0.79,0.2,R,8/10
722,STAGE,Lear. A pestilent gall to me,0.17,0.3,0.79,0.2,R,8/10
723,STAGE,"Foole. Sirha, Ile teach thee a speech",0.17,0.3,0.79,0.2,R,8/10
724,STAGE,Lear. Do,0.17,0.3,0.79,0.2,R,8/10
725,STAGE,Foole. Marke it Nuncle;,0.17,0.3,0.79,0.2,R,8/10
726,STAGE,"Haue more then thou showest,",0.17,0.3,0.79,0.2,R,8/10
727,STAGE,"Speake lesse then thou knowest,",0.17,0.3,0.79,0.2,R,8/10
728,STAGE,"Lend lesse then thou owest,",0.17,0.3,0.79,0.2,R,8/10
729,STAGE,"Ride more then thou goest,",0.17,0.3,0.79,0.2,R,8/10
730,STAGE,"Learne more then thou trowest,",0.17,0.3,0.79,0.2,R,8/10
731,STAGE,Set lesse then thou throwest;,0.17,0.3,0.79,0.2,R,8/10
732,STAGE,"Leaue thy drinke and thy whore,",0.17,0.3,0.79,0.2,R,8/10
733,STAGE,"And keepe in a dore,",0.17,0.3,0.79,0.2,R,8/10
734,STAGE,"And thou shalt haue more,",0.17,0.3,0.79,0.2,R,8/10
735,STAGE,Then two tens to a score,0.17,0.3,0.79,0.2,R,8/10
736,STAGE,Kent. This is nothing Foole,0.17,0.3,0.79,0.2,R,8/10
737,STAGE,"Foole. Then 'tis like the breath of an vnfeed Lawyer,",0.17,0.3,0.78,0.2,R,8/10
738,STAGE,"you gaue me nothing for't, can you make no vse of nothing",0.17,0.3,0.78,0.2,R,8/10
739,STAGE,Nuncle?,0.17,0.5,0.78,0.2,R,8/10
740,STAGE,"Lear. Why no Boy,",0.17,0.3,0.78,0.2,R,8/10
741,STAGE,Nothing can be made out of nothing,0.27,0.3,0.78,0.2,R,7/10
742,STAGE,"Foole. Prythee tell him, so much the rent of his land",0.17,0.3,0.78,0.2,R,8/10
743,STAGE,"comes to, he will not beleeue a Foole",0.17,0.3,0.78,0.2,R,8/10
744,STAGE,Lear. A bitter Foole,0.17,0.3,0.78,0.2,R,8/10
745,STAGE,"Foole. Do'st thou know the difference my Boy, betweene",0.17,0.3,0.78,0.2,R,8/10
746,STAGE,"a bitter Foole, and a sweet one",0.17,0.3,0.78,0.2,R,8/10
747,STAGE,"Lear. No Lad, teach me",0.17,0.3,0.78,0.2,R,8/10
748,STAGE,"Foole. Nunckle, giue me an egge, and Ile giue thee",0.17,0.3,0.78,0.2,R,8/10
749,STAGE,two Crownes,0.17,0.3,0.78,0.2,R,8/10
750,STAGE,Lear. What two Crownes shall they be?,0.18,0.5,0.78,0.2,R,8/10
751,STAGE,Foole. Why after I haue cut the egge i'th' middle and,0.18,0.3,0.78,0.2,R,8/10
752,STAGE,"eate vp the meate, the two Crownes of the egge: when",0.18,0.3,0.78,0.2,R,8/10
753,STAGE,"thou clouest thy Crownes i'th' middle, and gau'st away",0.18,0.3,0.78,0.2,R,8/10
754,STAGE,"both parts, thou boar'st thine Asse on thy backe o're the",0.18,0.3,0.78,0.2,R,8/10
755,STAGE,"durt, thou hadst little wit in thy bald crowne, when thou",0.18,0.3,0.78,0.2,R,8/10
756,STAGE,gau'st thy golden one away; if I speake like my selfe in,0.18,0.3,0.78,0.2,R,8/10
757,STAGE,"this, let him be whipt that first findes it so.",0.18,0.3,0.78,0.2,R,8/10
758,STAGE,"Fooles had nere lesse grace in a yeere,",0.18,0.3,0.78,0.2,R,8/10
759,STAGE,"For wisemen are growne foppish,",0.18,0.3,0.78,0.2,R,8/10
760,STAGE,"And know not how their wits to weare,",0.18,0.3,0.78,0.2,R,8/10
761,STAGE,Their manners are so apish,0.18,0.3,0.78,0.2,R,8/10
762,STAGE,Le. When were you wont to be so full of Songs sirrah?,0.18,0.5,0.78,0.2,R,8/10
763,STAGE,"Foole. I haue vsed it Nunckle, ere since thou mad'st",0.28,0.3,0.78,0.2,R,7/10
764,STAGE,"thy Daughters thy Mothers, for when thou gau'st them",0.18,0.3,0.78,0.2,R,8/10
765,STAGE,"the rod, and put'st downe thine owne breeches, then they",0.18,0.3,0.78,0.2,R,8/10
766,STAGE,"For sodaine ioy did weepe,",0.18,0.3,0.78,0.2,R,8/10
767,STAGE,"And I for sorrow sung,",0.18,0.3,0.78,0.2,R,8/10
768,STAGE,"That such a King should play bo-peepe,",0.18,0.3,0.78,0.2,R,8/10
769,STAGE,And goe the Foole among.,0.18,0.3,0.78,0.2,R,8/10
770,STAGE,Pry'thy Nunckle keepe a Schoolemaster that can teach,0.18,0.3,0.78,0.2,R,8/10
771,STAGE,"thy Foole to lie, I would faine learne to lie",0.18,0.3,0.77,0.2,R,8/10
772,STAGE,"Lear. And you lie sirrah, wee'l haue you whipt",0.18,0.3,0.77,0.2,R,8/10
773,STAGE,"Foole. I maruell what kin thou and thy daughters are,",0.18,0.3,0.77,0.2,R,8/10
774,STAGE,they'l haue me whipt for speaking true: thou'lt haue me,0.18,0.3,0.77,0.2,R,8/10
775,STAGE,"whipt for lying, and sometimes I am whipt for holding",0.18,0.3,0.77,0.2,R,8/10
776,STAGE,"my peace. I had rather be any kind o' thing then a foole,",0.18,0.3,0.77,0.2,R,8/10
777,STAGE,"and yet I would not be thee Nunckle, thou hast pared thy",0.18,0.3,0.77,0.2,R,8/10
778,STAGE,"wit o' both sides, and left nothing i'th' middle; heere",0.18,0.3,0.77,0.2,R,8/10
779,STAGE,comes one o'the parings.,0.18,0.3,0.77,0.2,R,8/10
780,STAGE,Enter Gonerill.,0.18,0.3,0.77,0.2,R,8/10
781,STAGE,Lear. How now Daughter? what makes that Frontlet,0.18,0.5,0.77,0.2,R,8/10
782,STAGE,on? You are too much of late i'th' frowne,0.18,0.5,0.77,0.2,R,8/10
783,STAGE,Foole. Thou wast a pretty fellow when thou hadst no,0.18,0.3,0.77,0.2,R,8/10
784,STAGE,"need to care for her frowning, now thou art an O without",0.18,0.3,0.77,0.2,R,8/10
785,STAGE,"a figure, I am better then thou art now, I am a Foole,",0.18,0.3,0.77,0.2,R,8/10
786,STAGE,"thou art nothing. Yes forsooth I will hold my tongue, so",0.18,0.3,0.77,0.2,R,8/10
787,STAGE,"your face bids me, though you say nothing.",0.18,0.3,0.77,0.2,R,8/10
788,STAGE,"Mum, mum, he that keepes nor crust, nor crum,",0.18,0.3,0.77,0.2,R,8/10
789,STAGE,"Weary of all, shall want some. That's a sheal'd Pescod",0.18,0.3,0.77,0.2,R,8/10
790,STAGE,"Gon. Not only Sir this, your all-lycenc'd Foole,",0.18,0.3,0.77,0.2,R,8/10
791,STAGE,But other of your insolent retinue,0.18,0.3,0.77,0.2,R,8/10
792,STAGE,"Do hourely Carpe and Quarrell, breaking forth",0.18,0.3,0.77,0.2,R,8/10
793,STAGE,"In ranke, and (not to be endur'd) riots Sir.",0.19,0.3,0.77,0.2,R,8/10
794,STAGE,"I had thought by making this well knowne vnto you,",0.19,0.3,0.77,0.2,R,8/10
795,STAGE,"To haue found a safe redresse, but now grow fearefull",0.19,0.3,0.77,0.2,R,8/10
796,STAGE,"By what your selfe too late haue spoke and done,",0.19,0.3,0.77,0.2,R,8/10
797,STAGE,"That you protect this course, and put it on",0.19,0.3,0.77,0.2,R,8/10
798,STAGE,"By your allowance, which if you should, the fault",0.19,0.3,0.77,0.2,R,8/10
799,STAGE,"Would not scape censure, nor the redresses sleepe,",0.19,0.3,0.77,0.2,R,8/10
800,STAGE,"Which in the tender of a wholesome weale,",0.19,0.3,0.77,0.2,R,8/10
801,STAGE,"Mighty in their working do you that offence,",0.19,0.3,0.77,0.2,R,8/10
802,STAGE,"Which else were shame, that then necessitie",0.19,0.3,0.77,0.2,R,8/10
803,STAGE,Will call discreet proceeding,0.19,0.3,0.77,0.2,R,8/10
804,STAGE,"Foole. For you know Nunckle, the Hedge-Sparrow",0.19,0.3,0.77,0.2,R,8/10
805,STAGE,"fed the Cuckoo so long, that it's had it head bit off by it",0.19,0.3,0.76,0.2,R,8/10
806,STAGE,"young, so out went the Candle, and we were left darkling",0.19,0.3,0.76,0.2,R,8/10
807,STAGE,Lear. Are you our Daughter?,0.19,0.5,0.76,0.2,R,8/10
808,STAGE,Gon. I would you would make vse of your good wisedome,0.19,0.3,0.76,0.2,R,8/10
809,STAGE,"These dispositions, which of late transport you",0.19,0.3,0.76,0.2,R,8/10
810,STAGE,From what you rightly are,0.19,0.3,0.76,0.2,R,8/10
811,STAGE,"Foole. May not an Asse know, when the Cart drawes",0.19,0.3,0.76,0.2,R,8/10
812,STAGE,the Horse?,0.19,0.5,0.76,0.2,R,8/10
813,STAGE,Whoop Iugge I loue thee,0.19,0.3,0.76,0.2,R,8/10
814,STAGE,Lear. Do's any heere know me?,0.19,0.5,0.76,0.2,R,8/10
815,STAGE,This is not Lear:,0.19,0.3,0.76,0.2,R,8/10
816,STAGE,Do's Lear walke thus? Speake thus? Where are his eies?,0.19,0.9,0.76,0.2,R,8/10
817,STAGE,"Either his Notion weakens, his Discernings",0.19,0.3,0.76,0.2,R,8/10
818,STAGE,Are Lethargied. Ha! Waking? 'Tis not so?,0.19,0.85,0.76,0.2,R,8/10
819,STAGE,Who is it that can tell me who I am?,0.19,0.5,0.76,0.2,R,8/10
820,STAGE,Foole. Lears shadow,0.19,0.3,0.76,0.2,R,8/10
821,STAGE,"Lear. Your name, faire Gentlewoman?",0.19,0.5,0.76,0.2,R,8/10
822,STAGE,"Gon. This admiration Sir, is much o'th' sauour",0.19,0.3,0.76,0.2,R,8/10
823,STAGE,Of other your new prankes. I do beseech you,0.19,0.3,0.76,0.2,R,8/10
824,STAGE,To vnderstand my purposes aright:,0.19,0.3,0.76,0.2,R,8/10
825,STAGE,"As you are Old, and Reuerend, should be Wise.",0.19,0.3,0.76,0.2,R,8/10
826,STAGE,"Heere do you keepe a hundred Knights and Squires,",0.19,0.3,0.76,0.2,R,8/10
827,STAGE,"Men so disorder'd, so debosh'd and bold,",0.19,0.3,0.76,0.2,R,8/10
828,STAGE,"That this our Court infected with their manners,",0.19,0.3,0.76,0.2,R,8/10
829,STAGE,Shewes like a riotous Inne; Epicurisme and Lust,0.19,0.3,0.76,0.2,R,8/10
830,STAGE,"Makes it more like a Tauerne, or a Brothell,",0.19,0.3,0.76,0.2,R,8/10
831,STAGE,Then a grac'd Pallace. The shame it selfe doth speake,0.19,0.3,0.76,0.2,R,8/10
832,STAGE,For instant remedy. Be then desir'd,0.19,0.3,0.76,0.2,R,8/10
833,STAGE,"By her, that else will take the thing she begges,",0.19,0.3,0.76,0.2,R,8/10
834,STAGE,"A little to disquantity your Traine,",0.19,0.3,0.76,0.2,R,8/10
835,STAGE,"And the remainders that shall still depend,",0.2,0.3,0.76,0.2,R,8/10
836,STAGE,"To be such men as may besort your Age,",0.2,0.3,0.76,0.2,R,8/10
837,STAGE,"Which know themselues, and you",0.2,0.3,0.76,0.2,R,8/10
838,STAGE,"Lear. Darknesse, and Diuels.",0.2,0.3,0.76,0.2,R,8/10
839,STAGE,Saddle my horses: call my Traine together.,0.2,0.3,0.76,0.2,R,8/10
840,STAGE,"Degenerate Bastard, Ile not trouble thee;",0.2,0.3,0.75,0.2,R,8/10
841,STAGE,Yet haue I left a daughter,0.2,0.3,0.75,0.2,R,8/10
842,STAGE,"Gon. You strike my people, and your disorder'd rable,",0.2,0.3,0.75,0.2,R,8/10
843,STAGE,make Seruants of their Betters.,0.2,0.3,0.75,0.2,R,8/10
844,STAGE,Enter Albany.,0.2,0.3,0.75,0.2,R,8/10
845,STAGE,"Lear. Woe, that too late repents:",0.2,0.3,0.75,0.2,R,8/10
846,STAGE,"Is it your will, speake Sir? Prepare my Horses.",0.2,0.5,0.75,0.2,R,8/10
847,STAGE,"Ingratitude! thou Marble-hearted Fiend,",0.2,0.45,0.75,0.2,R,8/10
848,STAGE,"More hideous when thou shew'st thee in a Child,",0.2,0.3,0.75,0.2,R,8/10
849,STAGE,Then the Sea-monster,0.2,0.3,0.75,0.2,R,8/10
850,STAGE,Alb. Pray Sir be patient,0.2,0.3,0.75,0.2,R,8/10
851,STAGE,"Lear. Detested Kite, thou lyest.",0.2,0.3,0.75,0.2,R,8/10
852,STAGE,"My Traine are men of choice, and rarest parts,",0.2,0.3,0.75,0.2,R,8/10
853,STAGE,"That all particulars of dutie know,",0.2,0.3,0.75,0.2,R,8/10
854,STAGE,"And in the most exact regard, support",0.2,0.3,0.75,0.2,R,8/10
855,STAGE,"The worships of their name. O most small fault,",0.2,0.3,0.75,0.2,R,8/10
856,STAGE,How vgly did'st thou in Cordelia shew?,0.2,0.5,0.75,0.2,R,8/10
857,STAGE,"Which like an Engine, wrencht my frame of Nature",0.2,0.3,0.75,0.2,R,7/10
858,STAGE,"From the fixt place: drew from my heart all loue,",0.2,0.3,0.75,0.2,R,7/10
859,STAGE,"And added to the gall. O Lear, Lear, Lear!",0.2,0.45,0.75,0.2,R,7/10
860,STAGE,"Beate at this gate that let thy Folly in,",0.2,0.3,0.75,0.2,R,7/10
861,STAGE,"And thy deere Iudgement out. Go, go, my people",0.2,0.3,0.75,0.2,R,7/10
862,STAGE,"Alb. My Lord, I am guiltlesse, as I am ignorant",0.2,0.3,0.75,0.2,R,7/10
863,STAGE,Of what hath moued you,0.2,0.3,0.75,0.2,R,7/10
864,STAGE,"Lear. It may be so, my Lord.",0.2,0.3,0.75,0.2,R,7/10
865,STAGE,"Heare Nature, heare deere Goddesse, heare:",0.2,0.3,0.75,0.2,R,7/10
866,STAGE,"Suspend thy purpose, if thou did'st intend",0.2,0.3,0.75,0.2,R,7/10
867,STAGE,To make this Creature fruitfull:,0.2,0.3,0.75,0.2,R,7/10
868,STAGE,"Into her Wombe conuey stirrility,",0.2,0.3,0.75,0.2,R,7/10
869,STAGE,"Drie vp in her the Organs of increase,",0.2,0.3,0.75,0.2,R,7/10
870,STAGE,"And from her derogate body, neuer spring",0.2,0.3,0.75,0.2,R,7/10
871,STAGE,"A Babe to honor her. If she must teeme,",0.2,0.3,0.75,0.2,R,7/10
872,STAGE,"Create her childe of Spleene, that it may liue",0.2,0.3,0.75,0.2,R,7/10
873,STAGE,And be a thwart disnatur'd torment to her.,0.2,0.3,0.75,0.2,R,7/10
874,STAGE,"Let it stampe wrinkles in her brow of youth,",0.2,0.3,0.74,0.2,R,7/10
875,STAGE,"With cadent Teares fret Channels in her cheekes,",0.2,0.3,0.74,0.2,R,7/10
876,STAGE,"Turne all her Mothers paines, and benefits",0.2,0.3,0.74,0.2,R,7/10
877,STAGE,"To laughter, and contempt: That she may feele,",0.2,0.3,0.74,0.2,R,7/10
878,STAGE,"How sharper then a Serpents tooth it is,",0.21,0.3,0.74,0.2,R,7/10
879,STAGE,"To haue a thanklesse Childe. Away, away.",0.21,0.3,0.74,0.2,R,7/10
880,STAGE,Enter.,0.21,0.3,0.74,0.2,R,7/10
881,STAGE,"Alb. Now Gods that we adore,",0.21,0.3,0.74,0.2,R,7/10
882,STAGE,Whereof comes this?,0.21,0.5,0.74,0.2,R,7/10
883,STAGE,Gon. Neuer afflict your selfe to know more of it:,0.21,0.3,0.74,0.2,R,7/10
884,STAGE,But let his disposition haue that scope,0.21,0.3,0.74,0.2,R,7/10
885,STAGE,As dotage giues it.,0.21,0.3,0.74,0.2,R,7/10
886,STAGE,Enter Lear.,0.21,0.3,0.74,0.2,R,7/10
887,STAGE,Lear. What fiftie of my Followers at a clap?,0.21,0.5,0.74,0.2,R,7/10
888,STAGE,Within a fortnight?,0.21,0.5,0.74,0.2,R,7/10
889,STAGE,"Alb. What's the matter, Sir?",0.21,0.5,0.74,0.2,R,7/10
890,STAGE,Lear. Ile tell thee:,0.21,0.3,0.74,0.2,R,7/10
891,STAGE,"Life and death, I am asham'd",0.31,0.3,0.74,0.2,L,6/10
892,STAGE,"That thou hast power to shake my manhood thus,",0.21,0.3,0.74,0.2,R,7/10
893,STAGE,"That these hot teares, which breake from me perforce",0.21,0.3,0.74,0.2,R,7/10
894,STAGE,Should make thee worth them.,0.21,0.3,0.74,0.2,R,7/10
895,STAGE,Blastes and Fogges vpon thee:,0.21,0.3,0.74,0.2,R,7/10
896,STAGE,Th' vntented woundings of a Fathers curse,0.21,0.3,0.74,0.2,R,7/10
897,STAGE,"Pierce euerie sense about thee. Old fond eyes,",0.21,0.3,0.74,0.2,R,7/10
898,STAGE,"Beweepe this cause againe, Ile plucke ye out,",0.21,0.3,0.74,0.2,R,7/10
899,STAGE,And cast you with the waters that you loose,0.21,0.3,0.74,0.2,R,7/10
900,STAGE,To temper Clay. Ha? Let it be so.,0.21,0.5,0.74,0.2,R,7/10
901,STAGE,"I haue another daughter,",0.21,0.3,0.74,0.2,R,7/10
902,STAGE,Who I am sure is kinde and comfortable:,0.21,0.3,0.74,0.2,R,7/10
903,STAGE,"When she shall heare this of thee, with her nailes",0.21,0.3,0.74,0.2,R,7/10
904,STAGE,"Shee'l flea thy Woluish visage. Thou shalt finde,",0.21,0.3,0.74,0.2,R,7/10
905,STAGE,That Ile resume the shape which thou dost thinke,0.21,0.3,0.74,0.2,R,7/10
906,STAGE,I haue cast off for euer.,0.21,0.3,0.74,0.2,R,7/10
907,STAGE,Exit,0.21,0.3,0.74,0.2,R,7/10
908,STAGE,Gon. Do you marke that?,0.21,0.5,0.73,0.2,R,7/10
909,STAGE,"Alb. I cannot be so partiall Gonerill,",0.21,0.3,0.73,0.2,R,7/10
910,STAGE,To the great loue I beare you,0.21,0.3,0.73,0.2,R,7/10
911,STAGE,"Gon. Pray you content. What Oswald, hoa?",0.21,0.5,0.73,0.2,R,7/10
912,STAGE,"You Sir, more Knaue then Foole, after your Master",0.21,0.3,0.73,0.2,R,7/10
913,STAGE,"Foole. Nunkle Lear, Nunkle Lear,",0.21,0.3,0.73,0.2,R,7/10
914,STAGE,"Tarry, take the Foole with thee:",0.21,0.3,0.73,0.2,R,7/10
